kind,net,start_x_mm,start_y_mm,end_x_mm,end_y_mm,width_mm,layer,diameter_mm,drill_mm,start_layer,end_layer,via_type
segment,AGND,127.475800,38.200000,126.720500,38.955300,0.200000,B.Cu,,,,,
segment,AGND,127.900000,38.200000,127.475800,38.200000,0.200000,B.Cu,,,,,
segment,AGND,64.200000,47.450000,63.400000,47.450000,0.200000,F.Cu,,,,,
segment,AGND,64.200000,47.450000,64.200000,48.351000,0.200000,F.Cu,,,,,
segment,AGND,64.200000,48.351000,64.978500,49.129500,0.200000,F.Cu,,,,,
segment,AGND,64.978500,49.129500,68.834100,49.129500,0.200000,F.Cu,,,,,
segment,AGND,106.635600,44.831500,87.416200,44.831500,0.200000,In6.Cu,,,,,
segment,AGND,108.617300,42.849800,106.635600,44.831500,0.200000,In6.Cu,,,,,
segment,AGND,120.246400,42.849800,108.617300,42.849800,0.200000,In6.Cu,,,,,
segment,AGND,124.140900,38.955300,120.246400,42.849800,0.200000,In6.Cu,,,,,
segment,AGND,126.720500,38.955300,124.140900,38.955300,0.200000,In6.Cu,,,,,
segment,AGND,72.331200,49.129500,68.834100,49.129500,0.200000,In6.Cu,,,,,
segment,AGND,75.715000,45.745700,72.331200,49.129500,0.200000,In6.Cu,,,,,
segment,AGND,77.815000,45.745700,75.715000,45.745700,0.200000,In6.Cu,,,,,
segment,AGND,78.274400,45.286300,77.815000,45.745700,0.200000,In6.Cu,,,,,
segment,AGND,82.234400,45.286300,78.274400,45.286300,0.200000,In6.Cu,,,,,
segment,AGND,82.628900,45.680800,82.234400,45.286300,0.200000,In6.Cu,,,,,
segment,AGND,83.127200,45.680800,82.628900,45.680800,0.200000,In6.Cu,,,,,
segment,AGND,83.526100,45.281800,83.526100,45.281900,0.200000,In6.Cu,,,,,
segment,AGND,83.526100,45.281900,83.127200,45.680800,0.200000,In6.Cu,,,,,
segment,AGND,86.965900,45.281800,83.526100,45.281800,0.200000,In6.Cu,,,,,
segment,AGND,87.416200,44.831500,86.965900,45.281800,0.200000,In6.Cu,,,,,
via,AGND,126.720500,38.955300,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,AGND,68.834100,49.129500,,,,,0.600000,0.300000,F.Cu,B.Cu,through
segment,BUCK_BST,119.000000,14.850000,119.787800,14.850000,0.200000,F.Cu,,,,,
segment,BUCK_BST,119.787800,14.850000,120.007800,14.630000,0.200000,F.Cu,,,,,
segment,BUCK_BST,121.280000,14.630000,120.007800,14.630000,0.200000,F.Cu,,,,,
segment,BUCK_EN_UVLO,114.000000,2.150000,116.300000,2.150000,0.200000,F.Cu,,,,,
segment,BUCK_EN_UVLO,116.300000,2.150000,118.000000,3.850000,0.200000,F.Cu,,,,,
segment,BUCK_EN_UVLO,118.000000,3.850000,118.827400,3.022600,0.200000,F.Cu,,,,,
segment,BUCK_EN_UVLO,118.827400,3.022600,122.574200,3.022600,0.200000,F.Cu,,,,,
segment,BUCK_EN_UVLO,122.574200,3.022600,122.997200,3.445600,0.200000,F.Cu,,,,,
segment,BUCK_EN_UVLO,125.447800,12.565300,124.924900,12.042400,0.200000,F.Cu,,,,,
segment,BUCK_EN_UVLO,125.447800,13.370000,125.447800,12.565300,0.200000,F.Cu,,,,,
segment,BUCK_EN_UVLO,126.720000,13.370000,125.447800,13.370000,0.200000,F.Cu,,,,,
segment,BUCK_EN_UVLO,124.924900,12.042400,124.924900,5.373300,0.200000,In4.Cu,,,,,
segment,BUCK_EN_UVLO,124.924900,5.373300,122.997200,3.445600,0.200000,In4.Cu,,,,,
via,BUCK_EN_UVLO,122.997200,3.445600,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,BUCK_EN_UVLO,124.924900,12.042400,,,,,0.600000,0.300000,F.Cu,B.Cu,through
segment,BUCK_FB,118.974000,33.150000,118.000000,33.150000,0.200000,F.Cu,,,,,
segment,BUCK_FB,119.184800,33.360800,118.974000,33.150000,0.200000,F.Cu,,,,,
segment,BUCK_FB,120.510800,33.360800,119.184800,33.360800,0.200000,F.Cu,,,,,
segment,BUCK_FB,121.280000,12.100000,122.552200,12.100000,0.200000,F.Cu,,,,,
segment,BUCK_FB,122.000000,34.850000,120.510800,33.360800,0.200000,F.Cu,,,,,
segment,BUCK_FB,122.060800,11.283100,122.060800,11.359000,0.200000,F.Cu,,,,,
segment,BUCK_FB,122.060800,11.359000,122.060900,11.359000,0.200000,F.Cu,,,,,
segment,BUCK_FB,122.060900,11.359000,122.552200,11.850300,0.200000,F.Cu,,,,,
segment,BUCK_FB,122.552200,11.850300,122.552200,12.100000,0.200000,F.Cu,,,,,
segment,BUCK_FB,142.658400,20.808400,144.000000,22.150000,0.200000,F.Cu,,,,,
segment,BUCK_FB,122.060800,16.728800,122.060800,30.484800,0.200000,In1.Cu,,,,,
segment,BUCK_FB,122.060800,30.484800,119.184800,33.360800,0.200000,In1.Cu,,,,,
segment,BUCK_FB,122.060800,16.728800,122.060800,11.283100,0.200000,In4.Cu,,,,,
segment,BUCK_FB,122.060800,16.728800,123.523000,18.191000,0.200000,In6.Cu,,,,,
segment,BUCK_FB,123.523000,18.191000,140.041000,18.191000,0.200000,In6.Cu,,,,,
segment,BUCK_FB,140.041000,18.191000,142.658400,20.808400,0.200000,In6.Cu,,,,,
via,BUCK_FB,119.184800,33.360800,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,BUCK_FB,122.060800,11.283100,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,BUCK_FB,122.060800,16.728800,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,BUCK_FB,142.658400,20.808400,,,,,0.600000,0.300000,F.Cu,B.Cu,through
segment,BUCK_RAMP,144.000000,14.150000,144.819500,14.969500,0.200000,F.Cu,,,,,
segment,BUCK_RAMP,144.000000,23.850000,144.777400,23.072600,0.200000,F.Cu,,,,,
segment,BUCK_RAMP,144.777400,20.627400,144.000000,19.850000,0.200000,F.Cu,,,,,
segment,BUCK_RAMP,144.777400,23.072600,144.777400,20.627400,0.200000,F.Cu,,,,,
segment,BUCK_RAMP,144.819500,14.969500,144.819500,19.030500,0.200000,F.Cu,,,,,
segment,BUCK_RAMP,144.819500,19.030500,144.000000,19.850000,0.200000,F.Cu,,,,,
segment,BUCK_RON_SET,122.000000,3.850000,122.000000,7.380000,0.200000,F.Cu,,,,,
segment,BUCK_RON_SET,122.000000,7.380000,126.720000,12.100000,0.200000,F.Cu,,,,,
segment,BUCK_SNUB,130.300000,33.150000,128.000000,33.150000,0.200000,F.Cu,,,,,
segment,BUCK_SNUB,132.000000,34.850000,130.300000,33.150000,0.200000,F.Cu,,,,,
segment,BUCK_SW,118.218000,13.932000,118.218000,15.396800,0.200000,F.Cu,,,,,
segment,BUCK_SW,118.218000,15.396800,118.721200,15.900000,0.200000,F.Cu,,,,,
segment,BUCK_SW,118.721200,15.900000,120.007800,15.900000,0.200000,F.Cu,,,,,
segment,BUCK_SW,119.000000,13.150000,118.218000,13.932000,0.200000,F.Cu,,,,,
segment,BUCK_SW,120.007800,15.900000,120.007800,16.149700,0.200000,F.Cu,,,,,
segment,BUCK_SW,120.007800,16.149700,120.549900,16.691800,0.200000,F.Cu,,,,,
segment,BUCK_SW,120.549900,16.691800,120.550000,16.691800,0.200000,F.Cu,,,,,
segment,BUCK_SW,120.550000,16.691800,120.550000,19.015300,0.200000,F.Cu,,,,,
segment,BUCK_SW,120.550000,19.015300,120.550000,25.000000,0.200000,F.Cu,,,,,
segment,BUCK_SW,120.550000,19.015300,122.685800,19.015300,0.200000,F.Cu,,,,,
segment,BUCK_SW,120.550000,27.400000,120.550000,25.000000,0.200000,F.Cu,,,,,
segment,BUCK_SW,121.280000,15.900000,120.007800,15.900000,0.200000,F.Cu,,,,,
segment,BUCK_SW,128.000000,34.850000,120.550000,27.400000,0.200000,F.Cu,,,,,
segment,BUCK_SW,142.979100,16.016600,143.833400,16.016600,0.200000,F.Cu,,,,,
segment,BUCK_SW,143.833400,16.016600,144.000000,15.850000,0.200000,F.Cu,,,,,
segment,BUCK_SW,122.685800,19.015300,123.527500,18.173600,0.200000,In3.Cu,,,,,
segment,BUCK_SW,123.527500,18.173600,140.822100,18.173600,0.200000,In3.Cu,,,,,
segment,BUCK_SW,140.822100,18.173600,142.979100,16.016600,0.200000,In3.Cu,,,,,
via,BUCK_SW,122.685800,19.015300,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,BUCK_SW,142.979100,16.016600,,,,,0.600000,0.300000,F.Cu,B.Cu,through
segment,CAN1_HARNESS_H,134.839600,45.724300,134.839600,46.623700,0.200000,F.Cu,,,,,
segment,CAN1_HARNESS_H,134.839600,46.623700,135.365800,47.149900,0.200000,F.Cu,,,,,
segment,CAN1_HARNESS_H,135.238900,45.325000,134.839600,45.724300,0.200000,F.Cu,,,,,
segment,CAN1_HARNESS_H,135.550000,45.325000,135.238900,45.325000,0.200000,F.Cu,,,,,
segment,CAN1_HARNESS_H,140.230400,41.569600,140.230400,44.762500,0.200000,F.Cu,,,,,
segment,CAN1_HARNESS_H,140.230400,44.762500,140.271500,44.803600,0.200000,F.Cu,,,,,
segment,CAN1_HARNESS_H,141.167600,44.803600,140.271500,44.803600,0.200000,F.Cu,,,,,
segment,CAN1_HARNESS_H,142.000000,39.800000,140.230400,41.569600,0.200000,F.Cu,,,,,
segment,CAN1_HARNESS_H,142.464000,46.100000,141.167600,44.803600,0.200000,F.Cu,,,,,
segment,CAN1_HARNESS_H,145.950000,46.100000,142.464000,46.100000,0.200000,F.Cu,,,,,
segment,CAN1_HARNESS_H,135.481500,47.265600,135.365800,47.149900,0.200000,In6.Cu,,,,,
segment,CAN1_HARNESS_H,137.809500,47.265600,135.481500,47.265600,0.200000,In6.Cu,,,,,
segment,CAN1_HARNESS_H,140.271500,44.803600,137.809500,47.265600,0.200000,In6.Cu,,,,,
via,CAN1_HARNESS_H,135.365800,47.149900,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,CAN1_HARNESS_H,140.271500,44.803600,,,,,0.600000,0.300000,F.Cu,B.Cu,through
segment,CAN1_HARNESS_L,134.654600,44.675000,133.760600,45.569000,0.200000,F.Cu,,,,,
segment,CAN1_HARNESS_L,135.550000,44.675000,134.654600,44.675000,0.200000,F.Cu,,,,,
segment,CAN1_HARNESS_L,142.607200,43.900000,142.055200,44.452000,0.200000,F.Cu,,,,,
segment,CAN1_HARNESS_L,145.950000,42.150000,142.000000,38.200000,0.200000,F.Cu,,,,,
segment,CAN1_HARNESS_L,145.950000,43.900000,142.607200,43.900000,0.200000,F.Cu,,,,,
segment,CAN1_HARNESS_L,145.950000,43.900000,145.950000,42.150000,0.200000,F.Cu,,,,,
segment,CAN1_HARNESS_L,133.818500,45.626900,133.760600,45.569000,0.200000,In3.Cu,,,,,
segment,CAN1_HARNESS_L,140.880300,45.626900,133.818500,45.626900,0.200000,In3.Cu,,,,,
segment,CAN1_HARNESS_L,142.055200,44.452000,140.880300,45.626900,0.200000,In3.Cu,,,,,
via,CAN1_HARNESS_L,133.760600,45.569000,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,CAN1_HARNESS_L,142.055200,44.452000,,,,,0.600000,0.300000,F.Cu,B.Cu,through
segment,CAN1_PHY_SILENT,132.200000,38.000000,132.200000,38.731700,0.200000,F.Cu,,,,,
segment,CAN1_PHY_SILENT,132.200000,38.731700,131.962500,38.969200,0.200000,F.Cu,,,,,
segment,CAN1_PHY_SILENT,133.707200,46.977300,132.901000,46.977300,0.200000,F.Cu,,,,,
segment,CAN1_PHY_SILENT,134.349600,47.619700,133.707200,46.977300,0.200000,F.Cu,,,,,
segment,CAN1_PHY_SILENT,134.984800,47.619700,134.349600,47.619700,0.200000,F.Cu,,,,,
segment,CAN1_PHY_SILENT,135.116700,47.751600,134.984800,47.619700,0.200000,F.Cu,,,,,
segment,CAN1_PHY_SILENT,135.655100,47.751600,135.116700,47.751600,0.200000,F.Cu,,,,,
segment,CAN1_PHY_SILENT,135.655100,47.751600,135.655100,49.653400,0.200000,F.Cu,,,,,
segment,CAN1_PHY_SILENT,135.655100,47.751600,136.007600,47.399100,0.200000,F.Cu,,,,,
segment,CAN1_PHY_SILENT,135.655100,49.653400,136.430000,50.428300,0.200000,F.Cu,,,,,
segment,CAN1_PHY_SILENT,136.007600,46.432600,135.550000,45.975000,0.200000,F.Cu,,,,,
segment,CAN1_PHY_SILENT,136.007600,47.399100,136.007600,46.432600,0.200000,F.Cu,,,,,
segment,CAN1_PHY_SILENT,136.430000,51.000000,136.430000,50.428300,0.200000,F.Cu,,,,,
segment,CAN1_PHY_SILENT,131.962500,38.969200,131.962500,42.506900,0.200000,In1.Cu,,,,,
segment,CAN1_PHY_SILENT,131.962500,42.506900,132.731900,43.276300,0.200000,In1.Cu,,,,,
segment,CAN1_PHY_SILENT,132.731900,43.276300,132.731900,46.808200,0.200000,In1.Cu,,,,,
segment,CAN1_PHY_SILENT,132.731900,46.808200,132.901000,46.977300,0.200000,In1.Cu,,,,,
via,CAN1_PHY_SILENT,131.962500,38.969200,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,CAN1_PHY_SILENT,132.901000,46.977300,,,,,0.600000,0.300000,F.Cu,B.Cu,through
segment,CAN1_RX_ROUTE,138.756700,41.006000,138.756700,42.441800,0.200000,B.Cu,,,,,
segment,CAN1_RX_ROUTE,139.664100,40.098600,138.756700,41.006000,0.200000,B.Cu,,,,,
segment,CAN1_RX_ROUTE,144.398600,40.098600,139.664100,40.098600,0.200000,B.Cu,,,,,
segment,CAN1_RX_ROUTE,145.500000,41.200000,144.398600,40.098600,0.200000,B.Cu,,,,,
segment,CAN1_RX_ROUTE,138.450000,42.748500,138.450000,44.025000,0.200000,F.Cu,,,,,
segment,CAN1_RX_ROUTE,138.756700,42.441800,138.450000,42.748500,0.200000,F.Cu,,,,,
segment,CAN1_RX_ROUTE,69.800000,42.550000,69.800000,43.434900,0.200000,F.Cu,,,,,
segment,CAN1_RX_ROUTE,69.800000,43.434900,70.469900,44.104800,0.200000,F.Cu,,,,,
segment,CAN1_RX_ROUTE,70.469900,44.104800,72.497400,44.104800,0.200000,F.Cu,,,,,
segment,CAN1_RX_ROUTE,100.896300,40.993800,101.297100,40.593000,0.200000,In3.Cu,,,,,
segment,CAN1_RX_ROUTE,100.896300,40.993900,100.896300,40.993800,0.200000,In3.Cu,,,,,
segment,CAN1_RX_ROUTE,101.297100,40.593000,101.795400,40.593000,0.200000,In3.Cu,,,,,
segment,CAN1_RX_ROUTE,101.795400,40.593000,102.147900,40.945500,0.200000,In3.Cu,,,,,
segment,CAN1_RX_ROUTE,102.147900,40.945500,102.147900,40.945600,0.200000,In3.Cu,,,,,
segment,CAN1_RX_ROUTE,102.147900,40.945600,102.196200,40.993900,0.200000,In3.Cu,,,,,
segment,CAN1_RX_ROUTE,102.196200,40.993900,110.794400,40.993900,0.200000,In3.Cu,,,,,
segment,CAN1_RX_ROUTE,110.794400,40.993900,112.258200,42.457700,0.200000,In3.Cu,,,,,
segment,CAN1_RX_ROUTE,112.258200,42.457700,122.418200,42.457700,0.200000,In3.Cu,,,,,
segment,CAN1_RX_ROUTE,122.418200,42.457700,122.732500,42.772000,0.200000,In3.Cu,,,,,
segment,CAN1_RX_ROUTE,122.732500,42.772000,125.330500,42.772000,0.200000,In3.Cu,,,,,
segment,CAN1_RX_ROUTE,125.330500,42.772000,125.331700,42.770800,0.200000,In3.Cu,,,,,
segment,CAN1_RX_ROUTE,125.331700,42.770800,132.950100,42.770800,0.200000,In3.Cu,,,,,
segment,CAN1_RX_ROUTE,132.950100,42.770800,133.239700,43.060400,0.200000,In3.Cu,,,,,
segment,CAN1_RX_ROUTE,133.239700,43.060400,134.523000,43.060400,0.200000,In3.Cu,,,,,
segment,CAN1_RX_ROUTE,134.523000,43.060400,134.725300,42.858100,0.200000,In3.Cu,,,,,
segment,CAN1_RX_ROUTE,134.725300,42.858100,138.340400,42.858100,0.200000,In3.Cu,,,,,
segment,CAN1_RX_ROUTE,138.340400,42.858100,138.756700,42.441800,0.200000,In3.Cu,,,,,
segment,CAN1_RX_ROUTE,72.497400,44.104800,72.978400,44.104800,0.200000,In3.Cu,,,,,
segment,CAN1_RX_ROUTE,72.978400,44.104800,75.554900,41.528300,0.200000,In3.Cu,,,,,
segment,CAN1_RX_ROUTE,75.554900,41.528300,86.679200,41.528300,0.200000,In3.Cu,,,,,
segment,CAN1_RX_ROUTE,86.679200,41.528300,87.213600,40.993900,0.200000,In3.Cu,,,,,
segment,CAN1_RX_ROUTE,87.213600,40.993900,100.896300,40.993900,0.200000,In3.Cu,,,,,
via,CAN1_RX_ROUTE,138.756700,42.441800,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,CAN1_RX_ROUTE,72.497400,44.104800,,,,,0.600000,0.300000,F.Cu,B.Cu,through
segment,CAN1_TXD_SAFE,127.430000,50.399600,127.430000,51.000000,0.200000,F.Cu,,,,,
segment,CAN1_TXD_SAFE,127.622400,50.207200,127.430000,50.399600,0.200000,F.Cu,,,,,
segment,CAN1_TXD_SAFE,127.800000,38.000000,127.800000,41.828800,0.200000,F.Cu,,,,,
segment,CAN1_TXD_SAFE,127.800000,41.828800,127.769100,41.859700,0.200000,F.Cu,,,,,
segment,CAN1_TXD_SAFE,137.761100,46.663900,137.535500,46.663900,0.200000,F.Cu,,,,,
segment,CAN1_TXD_SAFE,138.450000,45.975000,137.761100,46.663900,0.200000,F.Cu,,,,,
segment,CAN1_TXD_SAFE,127.480600,48.442600,127.480600,50.065400,0.200000,In1.Cu,,,,,
segment,CAN1_TXD_SAFE,127.480600,50.065400,127.622400,50.207200,0.200000,In1.Cu,,,,,
segment,CAN1_TXD_SAFE,127.567500,42.061300,127.567500,48.355700,0.200000,In1.Cu,,,,,
segment,CAN1_TXD_SAFE,127.567500,48.355700,127.480600,48.442600,0.200000,In1.Cu,,,,,
segment,CAN1_TXD_SAFE,127.769100,41.859700,127.567500,42.061300,0.200000,In1.Cu,,,,,
segment,CAN1_TXD_SAFE,127.622400,50.207200,127.996000,50.580800,0.200000,In3.Cu,,,,,
segment,CAN1_TXD_SAFE,127.996000,50.580800,133.618600,50.580800,0.200000,In3.Cu,,,,,
segment,CAN1_TXD_SAFE,133.618600,50.580800,137.535500,46.663900,0.200000,In3.Cu,,,,,
via,CAN1_TXD_SAFE,127.622400,50.207200,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,CAN1_TXD_SAFE,127.769100,41.859700,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,CAN1_TXD_SAFE,137.535500,46.663900,,,,,0.600000,0.300000,F.Cu,B.Cu,through
segment,CAN1_TX_DISABLED_STATUS,142.800000,41.200000,142.800000,41.318000,0.200000,B.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,142.800000,41.318000,141.971100,42.146900,0.200000,B.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,130.430000,51.000000,130.430000,51.571700,0.200000,F.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,133.430000,51.000000,133.430000,51.571700,0.200000,F.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,133.430000,51.571700,130.430000,51.571700,0.200000,F.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,134.186900,51.000000,133.430000,51.000000,0.200000,F.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,134.237500,51.050600,134.186900,51.000000,0.200000,F.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,69.000000,40.839400,69.641400,40.198000,0.200000,F.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,69.000000,42.550000,69.000000,40.839400,0.200000,F.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,102.128000,39.789600,102.493800,40.155400,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,102.493800,40.155400,114.594700,40.155400,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,114.594700,40.155400,115.635700,41.196400,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,115.635700,41.196400,122.513000,41.196400,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,122.513000,41.196400,122.785000,40.924400,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,122.785000,40.924400,127.285600,40.924400,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,127.285600,40.924400,127.353700,40.856300,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,127.353700,40.856300,128.356400,40.856300,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,128.356400,40.856300,128.391700,40.891600,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,128.391700,40.891600,140.715800,40.891600,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,140.715800,40.891600,141.971100,42.146900,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,69.641400,40.198000,69.684000,40.155400,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,69.684000,40.155400,70.479800,40.155400,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,70.479800,40.155400,70.791700,39.843500,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,70.791700,39.843500,75.062200,39.843500,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,75.062200,39.843500,75.685500,40.466800,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,75.685500,40.466800,76.183800,40.466800,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,76.183800,40.466800,76.861000,39.789600,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,76.861000,39.789600,102.128000,39.789600,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,134.237500,51.050600,135.192900,51.050600,0.200000,In6.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,135.192900,51.050600,141.350000,44.893500,0.200000,In6.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,141.350000,44.294600,141.971100,43.673500,0.200000,In6.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,141.350000,44.893500,141.350000,44.294600,0.200000,In6.Cu,,,,,
segment,CAN1_TX_DISABLED_STATUS,141.971100,43.673500,141.971100,42.146900,0.200000,In6.Cu,,,,,
via,CAN1_TX_DISABLED_STATUS,134.237500,51.050600,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,CAN1_TX_DISABLED_STATUS,141.971100,42.146900,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,CAN1_TX_DISABLED_STATUS,69.641400,40.198000,,,,,0.600000,0.300000,F.Cu,B.Cu,through
segment,CAN1_TX_DISABLE_CMD,140.100000,41.200000,140.100000,41.728400,0.200000,B.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,140.100000,41.728400,140.833700,42.462100,0.200000,B.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,127.430000,47.428300,128.053100,46.805200,0.200000,F.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,127.430000,48.000000,127.430000,47.428300,0.200000,F.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,127.430000,48.000000,127.430000,48.571700,0.200000,F.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,127.467200,48.608900,127.430000,48.571700,0.200000,F.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,127.882300,48.608900,127.467200,48.608900,0.200000,F.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,128.053100,46.805200,129.050000,46.805200,0.200000,F.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,128.234900,48.256300,127.882300,48.608900,0.200000,F.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,128.733200,48.256300,128.234900,48.256300,0.200000,F.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,129.050000,46.805200,129.050000,43.300000,0.200000,F.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,129.050000,46.805200,130.225300,46.805200,0.200000,F.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,129.085700,48.608800,128.733200,48.256300,0.200000,F.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,129.085700,49.944000,129.085700,48.608800,0.200000,F.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,129.570000,50.428300,129.085700,49.944000,0.200000,F.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,129.570000,51.000000,129.570000,50.428300,0.200000,F.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,130.225300,46.805200,130.658600,47.238500,0.200000,F.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,68.200000,40.786500,69.407900,39.578600,0.200000,F.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,68.200000,42.550000,68.200000,40.786500,0.200000,F.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,69.407900,39.578600,70.174200,39.578600,0.200000,F.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,70.174200,39.578600,71.040800,40.445200,0.200000,F.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,100.896300,41.395600,97.353900,41.395600,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,101.297100,41.796400,100.896300,41.395600,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,102.514300,41.796400,101.297100,41.796400,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,103.752800,43.034900,102.514300,41.796400,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,105.026500,43.034900,103.752800,43.034900,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,105.202000,42.859400,105.026500,43.034900,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,120.071900,42.859400,105.202000,42.859400,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,121.832800,44.620300,120.071900,42.859400,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,129.440500,44.620300,121.832800,44.620300,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,131.218600,46.398400,129.440500,44.620300,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,131.218600,46.398400,131.218600,46.678500,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,131.218600,46.398400,133.135000,44.482000,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,131.218600,46.678500,130.658600,47.238500,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,133.135000,44.482000,133.703000,44.482000,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,133.703000,44.482000,134.868900,43.316100,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,134.868900,43.316100,139.979700,43.316100,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,139.979700,43.316100,140.833700,42.462100,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,97.353900,41.395600,96.859500,41.890000,0.200000,In3.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,71.040800,40.445200,71.351500,40.134500,0.200000,In6.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,71.351500,40.134500,75.354600,40.134500,0.200000,In6.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,75.354600,40.134500,77.110100,41.890000,0.200000,In6.Cu,,,,,
segment,CAN1_TX_DISABLE_CMD,77.110100,41.890000,96.859500,41.890000,0.200000,In6.Cu,,,,,
